Symbol,Name,Exchange,Type,Category,Currency,Unit,LastPrice,YearLow,YearHigh,MarketCapitalisation,AverageDailyVolume
WHIRLPOOL.BO,Whirlpool of India Limited,BSE,equity,Electronic Equipment,,Share,,,,,
KODK,Eastman Kodak Co.,NYQ,equity,Electronic Equipment,USD,Share,17.76,,26.57,697.35M,120851
WATT,Energous Corporation,NCM,equity,Electronic Equipment,USD,Share,7.77,,13.70,108.28M,218694
SRP.F,SHARP CORP OSAKA,FRA,equity,Electronic Equipment,EUR,Share,1.223,,2.471,,12960
AAPL,Apple Inc.,NMS,equity,Electronic Equipment,USD,Share,127.40,,134.54,723.64B,46545000
AURZ,Aurios Inc.,PNK,equity,Electronic Equipment,USD,Share,0.09,,0.45,413730.03,235
VGUARD.NS,V-Guard Industries Limited,NSI,equity,Electronic Equipment,,Share,,,,,
XCN.BE,CLARION CO LTD,BER,equity,Electronic Equipment,EUR,Share,2.66,,3.43,,4
BUOB.SG,BANG & OLUFSEN ,STU,equity,Electronic Equipment,EUR,Share,7.471,,9.368,,58
VIDEOIND.NS,Videocon Industries Ltd.,NSI,equity,Electronic Equipment,,Share,,,,,
ARCI,Appliance Recycling Centers of America Inc.,NCM,equity,Electronics Stores,USD,Share,1.89,,4.42,10.96M,8648
MSN,Emerson Radio Corp.,ASE,equity,Electronic Equipment,USD,Share,1.28,,2.34,29.57M,24168
RSH,RadioShack Corp.,NYQ,equity,Electronics Stores,,Share,0,,,,
CONN,Conns Inc.,NMS,equity,Electronics Stores,USD,Share,40.05,,46.59,1.44B,810921
GME,GameStop Corp.,NYQ,equity,Electronics Stores,USD,Share,43.64,,47.66,4.99B,1698660
LFUS,Littelfuse Inc.,NMS,equity,Electronics Wholesale,USD,Share,96.32,,103.08,2.12B,141798
HYB.F,HOYA,FRA,equity,Electronics Wholesale,EUR,Share,35.177,,40.254,,95
AEY,ADDvantage Technologies Group Inc.,NGM,equity,Electronics Wholesale,USD,Share,2.33,,2.70,22.56M,9505
WSO,Watsco Inc.,NYQ,equity,Electronics Wholesale,USD,Share,124.52,,131.10,4.03B,253160
UPGI,Universal Power Group Inc.,PNK,equity,Electronics Wholesale,USD,Share,1.87,,2.48,8.73M,4452
RELL,Richardson Electronics Ltd.,NMS,equity,Electronics Wholesale,USD,Share,8.19,,10.71,109.63M,12138
TAIT,Taitron Components Inc.,NCM,equity,Electronics Wholesale,USD,Share,0.9932,,1.3200,5.46M,6289
RADA,RADA Electronic Industries Ltd.,NCM,equity,Electronics Wholesale,USD,Share,2.03,,6.29,17.44M,221929
PRT.MI,Esprinet SpA,MIL,equity,Electronics Wholesale,EUR,Share,7.46,,10.45,380.32M,224661
PFL.L,Premier Farnell plc,LSE,equity,Electronics Wholesale,GBp,Share,183.29,,204.60,634.62M,729275
WSO.PA,Watsco Inc.,PAR,equity,Electronics Wholesale,EUR,Share,81.50,,81.50,,
DIS,The Walt Disney Company,NYQ,equity,Entertainment - Diversified,USD,Share,112.58,,118.31,199.96B,6257420
XHNA.BE,HONG KONG TL SP ADR,BER,equity,Entertainment - Diversified,EUR,Share,6.19,,9.50,,
TCH.PA,Technicolor SA,PAR,equity,Entertainment - Diversified,EUR,Share,5.914,,6.495,2.01B,706937
RTV.SG,YOUR FAMILY ENTERT,STU,equity,Entertainment - Diversified,EUR,Share,1.146,,1.487,,65
CBS,CBS Corporation,NYQ,equity,Entertainment - Diversified,USD,Share,58.29,,63.95,27.26B,3697770
VRL.AX,Village Roadshow Limited,ASX,equity,Entertainment - Diversified,AUD,Share,6.25,,8.17,972.13M,185890
CJR-B.TO,Corus Entertainment Inc.,TOR,equity,Entertainment - Diversified,CAD,Share,16.99,,25.45,1.43B,188612
BFLD,Broadcast Live Digital Corp.,PNK,equity,Entertainment - Diversified,,Share,0,,0,,2492
CIDM,Cinedigm Corp.,NGM,equity,Entertainment - Diversified,USD,Share,0.81,,2.61,52.89M,888376
VCXA.F,VIACOM-A,FRA,equity,Entertainment - Diversified,EUR,Share,59.382,,66.623,,71
WDP.HA,WALT DISNEY-DISNEY,HAN,equity,Entertainment - Diversified,EUR,Share,99.26,,107.50,,56
KIN.BR,Kinepolis Group NV,BRU,equity,Entertainment - Diversified,EUR,Share,35.176,,41.150,1.00B,28731
STRZA,Starz,NMS,equity,Entertainment - Diversified,USD,Share,42.76,,45.70,4.58B,832659
DIALF,Dialight PLC,PNK,equity,Entertainment - Diversified,USD,Share,9.47,,16.00,271.97M,389
WDP.F,WALT DISNEY-DISNEY,FRA,equity,Entertainment - Diversified,EUR,Share,101.300,,107.784,,1301
XHNA.F,HONG KONG TL SP ADR,FRA,equity,Entertainment - Diversified,EUR,Share,6.108,,9.600,,12
MCS,The Marcus Corporation,NYQ,equity,Entertainment - Diversified,USD,Share,19.43,,22.21,569.23M,50516
BONA,Bona Film Group Limited,NMS,equity,Entertainment - Diversified,USD,Share,12.17,,13.28,723.77M,569230
VCXA.SG,VIACOM-A,STU,equity,Entertainment - Diversified,EUR,Share,59.539,,66.892,,1
RTV.BE,YOUR FAMILY ENTERT,BER,equity,Entertainment - Diversified,EUR,Share,1.23,,1.50,,60
XHNA.SG,Hong Kong Television Network Limited,STU,equity,Entertainment - Diversified,EUR,Share,5.974,,9.622,,18
KHYATI.BO,Khyati Multimedia Entertainment Ltd.,BSE,equity,Entertainment - Diversified,,Share,,,,,
BFS.V,BFS Entertainment & Multimedia Ltd.,VAN,equity,Entertainment - Diversified,CAD,Share,0.10,,0.22,752400.00,3206
IMAX,IMAX Corporation,NYQ,equity,Entertainment - Diversified,USD,Share,40.42,,43.80,2.60B,1063730
EVD.MU,CTS EVENTIM,MUN,equity,Entertainment - Diversified,EUR,Share,32.21,,34.00,,48
JMDTELEFILM.BO,JMD Telefilms Industries Ltd.,BSE,equity,Entertainment - Diversified,,Share,,,,,
ITN.DU,INTERTAINMENT,DUS,equity,Entertainment - Diversified,EUR,Share,0.740,,1.312,,
RTV.F,YOUR FAMILY ENTERT,FRA,equity,Entertainment - Diversified,EUR,Share,1.216,,1.487,,820
ENT,Global Eagle Entertainment Inc.,NCM,equity,Entertainment - Diversified,USD,Share,13.38,,16.01,1.03B,292927
TFGB.DE,Tangibal Group plc,GER,equity,Entertainment - Diversified,EUR,Share,0.02,,0.07,952142.00,3691
MEGACPO.MX,Megacable Holdings SAB de CV,MEX,equity,Entertainment - Diversified,MXN,Share,65.12,,67.95,55.86B,365715
IDC.TO,International Datacasting Corporation,TOR,equity,Entertainment - Diversified,CAD,Share,0.037,,0.115,3.57M,116158
TOE.F,TOEI,FRA,equity,Entertainment - Diversified,EUR,Share,6.525,,7.398,,
SPM.BE,SPLENDID MEDIEN,BER,equity,Entertainment - Diversified,EUR,Share,2.52,,2.72,,6
WDP.DU,WALT DISNEY-DISNEY,DUS,equity,Entertainment - Diversified,EUR,Share,100.782,,107.080,,71
NXWB.F,TWENTY-FIRST CENT-B,FRA,equity,Entertainment - Diversified,EUR,Share,29.365,,31.768,,89
MSG,The Madison Square Garden Company,NMS,equity,Entertainment - Diversified,USD,Share,84.69,,87.27,6.37B,498422
CMCSA,Comcast Corporation,NMS,equity,Entertainment - Diversified,USD,Share,60.09,,64.26,158.96B,16690300
WDP.DE,The Walt Disney Company,GER,equity,Entertainment - Diversified,EUR,Share,0.00,,108.00,182.23B,1354
MERL.L,Merlin Entertainments plc,LSE,equity,Entertainment - Diversified,GBp,Share,442.94,,473.30,4.49B,1703960
TWX,Time Warner Inc.,NYQ,equity,Entertainment - Diversified,USD,Share,86.67,,90.37,74.21B,3363120
WWE,World Wrestling Entertainment Inc.,NYQ,equity,Entertainment - Diversified,USD,Share,15.74,,17.91,1.27B,495405
DIS.MX,The Walt Disney Company,MEX,equity,Entertainment - Diversified,MXN,Share,1748.54,,1899.99,3137.65B,5959
ETO.L,Entertainment One Ltd.,LSE,equity,Entertainment - Diversified,GBp,Share,346.11,,374.40,1.06B,721235
MME.DU,MME MOVIEMENT,DUS,equity,Entertainment - Diversified,EUR,Share,11.405,,11.765,,
SAHARA.BO,Sahara One Media and Entertainment Limited,BSE,equity,Entertainment - Diversified,,Share,,,,,
YXS.SG,SANY HEAVY EQUIP,STU,equity,Farm & Construction Machinery,EUR,Share,0.250,,0.313,,1094
YXS.F,SANY HEAVY EQUIP,FRA,equity,Farm & Construction Machinery,EUR,Share,0.252,,0.324,,4679
GENC,Gencor Industries Inc.,NGM,equity,Farm & Construction Machinery,USD,Share,9.791,,11.450,95.51M,7225
CAT,Caterpillar Inc.,NYQ,equity,Farm & Construction Machinery,USD,Share,85.99,,111.46,50.98B,4582800
WAC.HA,WACKER NEUSON N,HAN,equity,Farm & Construction Machinery,EUR,Share,20.38,,24.42,,12
YXS.BE,SANY HEAVY EQUIP,BER,equity,Farm & Construction Machinery,EUR,Share,0.25,,0.30,,10000
DE,Deere & Company,NYQ,equity,Farm & Construction Machinery,USD,Share,93.84,,98.23,32.19B,2794190
NHLE,Nhale Inc.,OBB,equity,Farm & Construction Machinery,USD,Share,0.058,,0.840,1.86M,29408
LNN,Lindsay Corporation,NYQ,equity,Farm & Construction Machinery,USD,Share,83.10,,91.93,972.46M,124651
ACE.BO,Action Construction Equipment Ltd,BSE,equity,Farm & Construction Machinery,,Share,,,,,
TRTC,Terra Tech Corp.,PNK,equity,Farm & Construction Machinery,USD,Share,0.13,,0.57,23.67M,1042180
AGCO,AGCO Corporation,NYQ,equity,Farm & Construction Machinery,USD,Share,52.85,,57.26,4.81B,1116460
CMCO,Columbus McKinnon Corporation,NMS,equity,Farm & Construction Machinery,USD,Share,24.07,,29.69,475.99M,51335
TWI,Titan International Inc.,NYQ,equity,Farm & Construction Machinery,USD,Share,10.64,,16.00,538.33M,546454
CNHI,CNH Industrial N.V.,NYQ,equity,Farm & Construction Machinery,USD,Share,9.06,,9.75,12.86B,1624680
BWOWF,Wowjoint Holdings Limited,PNK,equity,Farm & Construction Machinery,USD,Share,0.032,,0.100,161139.00,2254
AGRO.BA,Agrometal S.A.I.,BUE,equity,Farm & Construction Machinery,ARS,Share,2.28,,3.00,120.00M,29931
TEX,Terex Corporation,NYQ,equity,Farm & Construction Machinery,USD,Share,24.30,,41.04,2.48B,2099360
KWS.DE,KWS SAAT AG,GER,equity,Farm Products,EUR,Share,290.33,,313.55,1.99B,1736
YXS.MU,SANY HEAVY EQUIP,MUN,equity,Farm & Construction Machinery,EUR,Share,0.27,,0.31,,25000
ADM,Archer-Daniels-Midland Company,NYQ,equity,Farm Products,USD,Share,50.63,,53.91,29.65B,3438100
BG,Bunge Limited,NYQ,equity,Farm Products,USD,Share,90.00,,93.17,12.51B,931834
STEV,Stevia Corp.,PNK,equity,Farm Products,USD,Share,0.0509,,0.1200,8.62M,540383
ZVF.F,INDOFOOD AGRI RES,FRA,equity,Farm Products,EUR,Share,0.460,,0.606,,58
BBTC.NS,The Bombay Burmah Trading Corporation Limited,NSI,equity,Farm Products,,Share,,,,,
NVAV.F,CHAROEN POKP NVDR,FRA,equity,Farm Products,EUR,Share,0.616,,0.770,,164
OMEAG.BO,Omega Ag-Seeds (Punjab) Ltd.,BSE,equity,Farm Products,,Share,,,,,
OSW.SG,BAKRIE SUMATERA PL,STU,equity,Farm Products,EUR,Share,0.001,,0.005,,
ELD.AX,Elders Limited,ASX,equity,Farm Products,AUD,Share,3.683,,4.000,284.28M,359959
QPJ.BE,KEWPIE CORP,BER,equity,Farm Products,EUR,Share,19.67,,27.16,,8
NBP.L,Narborough Plantations PLC,LSE,equity,Farm Products,GBp,Share,108.51,,115.01,,1533
LAKSHMIO.BO,Lakshmi Energy and Foods Ltd.,BSE,equity,Farm Products,,Share,,,,,
FRN.V,Feronia Inc.,VAN,equity,Farm Products,CAD,Share,0.12,,0.97,6.63M,59722
LMNR,Limoneira Company,NMS,equity,Farm Products,USD,Share,21.75,,26.23,296.75M,24613
KAKU.L,Kakuzi Ltd.,LSE,equity,Farm Products,GBp,Share,40.00,,40.00,7.84M,
PABL,Parabel Inc,PNK,equity,Farm Products,USD,Share,0.060,,0.170,5.88M,2
AGRC,Agricon Global Corporation,PNK,equity,Farm Products,,Share,0,,,,
GDMS.PA,Les Grands Moulins De Strasbourg,PAR,equity,Farm Products,EUR,Share,796.76,,975.00,64.86M,3
SANWARIA.BO,Sanwaria Agro Oils Limited,BSE,equity,Farm Products,,Share,,,,,
ZVF.MU,INDOFOOD AGRI RES,MUN,equity,Farm Products,EUR,Share,0.49,,0.57,,45
TUR.NZ,Turners & Growers Ltd.,NZE,equity,Farm Products,NZD,Share,1.85,,2.10,210.62M,394
FDP,Fresh Del Monte Produce Inc.,NYQ,equity,Farm Products,USD,Share,38.35,,41.16,2.04B,132427
FDM.F,FRESH DEL MONTE,FRA,equity,Farm Products,EUR,Share,33.610,,38.172,,5
SNF.V,Sunora Foods Inc.,VAN,equity,Farm Products,CAD,Share,0.000,,0.245,6.13M,
MGW.V,Maple Leaf Green World Inc.,VAN,equity,Farm Products,CAD,Share,0.05,,0.08,3.77M,40617
TURV,Two Rivers Water & Farming Company,PNK,equity,Farm Products,USD,Share,0.89,,1.30,21.81M,32692
SUNILAGR.BO,Sunil Agro Foods Ltd,BSE,equity,Farm Products,,Share,,,,,
KFBL.BO,Kothari Fermentation & Biochem Limited,BSE,equity,Farm Products,,Share,,,,,
IBA,Industrias Bachoco S.A.B. de C.V.,NYQ,equity,Farm Products,USD,Share,55.40,,61.84,2.89B,13132
CVGW,Calavo Growers Inc.,NMS,equity,Farm Products,USD,Share,53.18,,57.58,908.96M,106035
GLG.TO,GLG Life Tech Corporation,TOR,equity,Farm Products,CAD,Share,0.33,,0.69,12.02M,15641
GRO,Agria Corporation,NYQ,equity,Farm Products,USD,Share,1.51,,1.89,79.75M,157041
AAC.AX,Australian Agricultural Company Limited,ASX,equity,Farm Products,AUD,Share,1.32,,1.69,735.30M,1339640
LWP.TO,Legumex Walker Inc.,TOR,equity,Farm Products,CAD,Share,3.14,,5.20,44.81M,13169
AGRO,Adecoagro S.A.,NYQ,equity,Farm Products,USD,Share,9.58,,11.42,1.13B,206646
GTK.DE,Tonkens Agrar AG,GER,equity,Farm Products,EUR,Share,8.45,,10.20,15.08M,733
GNC.AX,GrainCorp. Ltd.,ASX,equity,Farm Products,AUD,Share,8.934,,10.360,1.97B,634962
LNDC,Landec Corp.,NMS,equity,Farm Products,USD,Share,14.39,,15.16,378.61M,74165
DEYU,Deyu Agriculture Corp,PNK,equity,Farm Products,USD,Share,0.29,,0.35,2.65M,2400
WBA.AX,Webster Ltd.,ASX,equity,Farm Products,AUD,Share,1.74,,2.00,215.46M,195093
ZVF.SG,INDOFOOD AGRI RES,STU,equity,Farm Products,EUR,Share,0.463,,0.575,,
CQB,Chiquita Brands International Inc.,NYQ,equity,Farm Products,,Share,1,,14,,
ABG.V,AMG Bioenergy Resources Holdings Ltd.,VAN,equity,Farm Products,CAD,Share,0.005,,0.020,319785.00,891
KSCL.NS,Kaveri Seed Company Limited,NSI,equity,Farm Products,,Share,,,,,
SEED,Origin Agritech Limited,NMS,equity,Farm Products,USD,Share,2.10,,2.89,36.61M,348176
AGT.TO,AGT Food and Ingredients Inc.,TOR,equity,Farm Products,CAD,Share,31.00,,33.44,723.71M,78322
PME,Pingtan Marine Enterprise Ltd.,NCM,equity,Farm Products,USD,Share,1.74,,3.76,132.81M,25514
LIC.NZ,Livestock Improvement Corporation Limited,NZE,equity,Farm Products,NZD,Share,4.79,,7.15,132.91M,776
KSCL.BO,Kaveri Seed Company Limited,BSE,equity,Farm Products,,Share,,,,,
KRITINUT.BO,Kriti Nutrients Ltd,BSE,equity,Farm Products,,Share,,,,,
NBPO.L,New Britain Palm Oil Limited,LSE,equity,Farm Products,GBp,Share,623.21,,717.00,,29861
ALCO,Alico Inc.,NMS,equity,Farm Products,USD,Share,48.20,,58.10,388.85M,20354
SCL.NZ,Scales Corporation Limited,NZE,equity,Farm Products,NZD,Share,1.72,,1.76,,245923
ZVF.BE,INDOFOOD AGRI RES,BER,equity,Farm Products,EUR,Share,0.46,,0.57,,
YZA.MU,ARYZTA N,MUN,equity,Food - Major Diversified,EUR,Share,48.85,,72.16,,21
AJI.MU,AJINOMOTO CO INC,MUN,equity,Food - Major Diversified,EUR,Share,18.86,,21.50,,
VIS.DU,VISCOFAN,DUS,equity,Food - Major Diversified,EUR,Share,0.000,,60.240,,
GNC.L,Greencore Group plc,LSE,equity,Food - Major Diversified,GBp,Share,320.68,,359.40,1.22B,1075110
RCL.TO,Ridley Inc.,TOR,equity,Food - Major Diversified,CAD,Share,40.60,,41.00,,3237
CZZ.AX,Capilano Honey Limited,ASX,equity,Food - Major Diversified,AUD,Share,12.32,,13.89,110.75M,15272
WWAV,The WhiteWave Foods Company,NYQ,equity,Food - Major Diversified,USD,Share,48.64,,50.64,8.79B,1837450
BN.PA,Danone,PAR,equity,Food - Major Diversified,EUR,Share,60.82,,66.15,37.41B,1944622
VIS.SG,VISCOFAN,STU,equity,Food - Major Diversified,EUR,Share,55.443,,60.563,,35
KIK.BE,KIKKOMAN CORP,BER,equity,Food - Major Diversified,EUR,Share,25.62,,32.43,,10
NESM.F,NESTLE SP ADR,FRA,equity,Food - Major Diversified,EUR,Share,67.294,,74.319,,847
NFR.DU,NISSHIN SEIFUN GRP,DUS,equity,Food - Major Diversified,EUR,Share,11.415,,12.425,,4
NESTLEIND.NS,Nestle India Ltd.,NSI,equity,Food - Major Diversified,,Share,,,,,
SAP.TO,Saputo Inc.,TOR,equity,Food - Major Diversified,CAD,Share,31.62,,37.58,11.56B,480255
NESR.F,NESTLE N,FRA,equity,Food - Major Diversified,EUR,Share,67.403,,74.612,,17145
AVTNPL.NS,AVT Natural Products Limited,NSI,equity,Food - Major Diversified,,Share,,,,,
PFL.AX,Patties Foods Limited,ASX,equity,Food - Major Diversified,AUD,Share,1.168,,1.450,160.82M,38038
KIK.F,KIKKOMAN CORP,FRA,equity,Food - Major Diversified,EUR,Share,26.575,,33.079,,89
DVO.L,Devro plc,LSE,equity,Food - Major Diversified,GBp,Share,311.04,,328.00,531.40M,178825
YZA.F,ARYZTA N,FRA,equity,Food - Major Diversified,EUR,Share,48.514,,73.160,,256
KWALITY.NS,Kwality Limited,NSI,equity,Food - Major Diversified,,Share,,,,,
ZSK.F,SUNOPTA,FRA,equity,Food - Major Diversified,EUR,Share,9.222,,11.490,,332
ZMF.SG,CHINA MARINE FOOD,STU,equity,Food - Major Diversified,EUR,Share,0.020,,0.115,,
ZMF.F,CHINA MARINE FOOD,FRA,equity,Food - Major Diversified,EUR,Share,0.023,,0.132,,25
JVLAGRO.BO,JVL Agro Industries Ltd,BSE,equity,Food - Major Diversified,,Share,,,,,
VIKASGRAN.BO,Vikas Granaries Ltd,BSE,equity,Food - Major Diversified,,Share,,,,,
PATY.BA,Quickfood Sociedad Anonima,BUE,equity,Food - Major Diversified,ARS,Share,19.48,,30.00,707.52M,2611
VLS.MI,Valsoia SpA,MIL,equity,Food - Major Diversified,EUR,Share,24.63,,29.90,260.33M,10724
YZA.DU,ARYZTA N,DUS,equity,Food - Major Diversified,EUR,Share,53.971,,72.280,,70
LWAY,Lifeway Foods Inc.,NGM,equity,Food - Major Diversified,USD,Share,18.68,,22.38,272.16M,18714
MFI.TO,Maple Leaf Foods Inc.,TOR,equity,Food - Major Diversified,CAD,Share,23.66,,24.20,3.42B,214266
SABE.PA,Sabeton SA,PAR,equity,Food - Major Diversified,EUR,Share,14.06,,16.13,46.97M,260
TATACOFFE.NS,Tata Coffee Ltd.,NSI,equity,Food - Major Diversified,,Share,,,,,
PBH.TO,Premium Brands Holdings Corporation,TOR,equity,Food - Major Diversified,CAD,Share,32.24,,34.26,797.65M,76192
ZSK.DU,SUNOPTA,DUS,equity,Food - Major Diversified,EUR,Share,9.100,,11.165,,
ZMF.BE,CHINA MARINE FOOD,BER,equity,Food - Major Diversified,EUR,Share,0.06,,0.17,,
RIBT,RiceBran Technologies,NCM,equity,Food - Major Diversified,USD,Share,3.35,,6.90,31.91M,15202
RAJOIL.BO,Raj Oil Mills Limited,BSE,equity,Food - Major Diversified,,Share,,,,,
YZA.BE,ARYZTA N,BER,equity,Food - Major Diversified,EUR,Share,53.12,,72.96,,50
YZA.SG,ARYZTA N,STU,equity,Food - Major Diversified,EUR,Share,48.128,,73.050,,24
LANC,Lancaster Colony Corporation,NMS,equity,Food - Major Diversified,USD,Share,90.28,,97.77,2.52B,91273
NSP.V,Naturally Splendid Enterprises Ltd.,VAN,equity,Food - Major Diversified,CAD,Share,0.44,,1.05,19.11M,262205
KYGA.L,Kerry Group plc,LSE,equity,Food - Major Diversified,EUR,Share,6713.54,,69.30,11.97B,62684
PF,Pinnacle Foods Inc.,NYQ,equity,Food - Major Diversified,USD,Share,44.23,,48.13,5.36B,1014660
ZSK.BE,SUNOPTA,BER,equity,Food - Major Diversified,EUR,Share,9.10,,11.16,,
KRBL.NS,KRBL Limited,NSI,equity,Food - Major Diversified,,Share,,,,,
KANELOIL.BO,Kanel Industries Limited,BSE,equity,Food - Major Diversified,,Share,,,,,
MINSAB.MX,Grupo Minsa S.A.B. de C.V.,MEX,equity,Food - Major Diversified,MXN,Share,14.00,,14.00,5.74B,400
TPK.TO,Ten Peaks Coffee Company Inc,TOR,equity,Food - Major Diversified,CAD,Share,8.39,,9.75,60.62M,28035
KCPSUGIND.NS,KCP Sugar & Industries Corp Ltd.,NSI,equity,Food - Major Diversified,,Share,,,,,
WILC,G. Willi Food-International Ltd.,NCM,equity,Food - Major Diversified,USD,Share,5.6385,,7.5000,70.92M,26140
MCX.DU,MCCORMICK NON VTG,DUS,equity,Food - Major Diversified,EUR,Share,70.192,,73.450,,
VIS.F,VISCOFAN,FRA,equity,Food - Major Diversified,EUR,Share,55.637,,60.920,,213
TATE.L,Tate & Lyle plc,LSE,equity,Food - Major Diversified,GBp,Share,544.42,,744.50,2.34B,1809410
XYL.V,Xylitol Canada Inc.,VAN,equity,Food - Major Diversified,CAD,Share,0.102,,0.270,6.05M,3969
PFD.L,Premier Foods plc,LSE,equity,Food - Major Diversified,GBp,Share,40.76,,49.85,294.38M,1890160
CLR.TO,Clearwater Seafoods Incorporated,TOR,equity,Food - Major Diversified,CAD,Share,12.39,,15.24,646.54M,43643
TOF,Tofutti Brands Inc.,ASE,equity,Food - Major Diversified,USD,Share,4.37,,7.36,22.42M,18114
KEL.DE,Kellogg Company,GER,equity,Food - Major Diversified,EUR,Share,0.00,,63.41,20.54B,103
KSE.NS,KSE Ltd.,NSI,equity,Food - Major Diversified,,Share,,,,,
ABF.L,Associated British Foods plc,LSE,equity,Food - Major Diversified,GBp,Share,2988.95,,3293.00,24.75B,974092
ANFI,Amira Nature Foods Ltd.,NYQ,equity,Food - Major Diversified,USD,Share,11.15,,19.86,419.30M,183438
KOHINOOR.NS,Kohinoor Foods Ltd.,NSI,equity,Food - Major Diversified,,Share,,,,,
CENT,Central Garden & Pet Company,NMS,equity,Food - Major Diversified,USD,Share,10.10,,10.79,503.02M,37864
HINDIND.BO,Hind Industries Ltd,BSE,equity,Food - Major Diversified,,Share,,,,,
VIRATCRA.BO,Virat Crane Industries Ltd.,BSE,equity,Food - Major Diversified,,Share,,,,,
KRBL.BO,KRBL Limited,BSE,equity,Food - Major Diversified,,Share,,,,,
SPTN,SpartanNash Company,NMS,equity,Food Wholesale,USD,Share,32.02,,33.89,1.24B,185362
DIT,AMCON Distributing Co.,ASE,equity,Food Wholesale,USD,Share,81.77,,88.35,49.51M,1965
ALHER.PA,Heracles SA,PAR,equity,Food Wholesale,EUR,Share,0.07,,0.15,,
NWF.L,NWF Group plc,LSE,equity,Food Wholesale,GBp,Share,138.45,,157.50,71.75M,26479
GCL.TO,Colabor Group Inc.,TOR,equity,Food Wholesale,CAD,Share,1.08,,4.15,32.15M,89411
MIKO.BR,Miko NV,BRU,equity,Food Wholesale,EUR,Share,85.21,,89.25,101.76M,203
MLSRP.PA,Speed Rabbit Pizza,PAR,equity,Food Wholesale,EUR,Share,3.30,,6.58,1.34M,5
SYY,Sysco Corporation,NYQ,equity,Food Wholesale,USD,Share,37.06,,41.45,21.48B,4528640
LYG,Lloyds Banking Group plc,NYQ,equity,Foreign Money Center Banks,USD,Share,5.41,,5.65,102.52B,2545850
CS,Credit Suisse Group AG,NYQ,equity,Foreign Money Center Banks,USD,Share,27.58,,29.55,46.09B,1349910
HSBC,HSBC Holdings plc,NYQ,equity,Foreign Money Center Banks,USD,Share,46.33,,54.42,180.18B,2051120
WBK,Westpac Banking Corporation,NYQ,equity,Foreign Money Center Banks,USD,Share,25.01,,33.00,78.12B,239440
UBS,UBS AG,NYQ,equity,Foreign Money Center Banks,USD,Share,21.59,,22.25,85.16B,1588880
BCS,Barclays PLC,NYQ,equity,Foreign Money Center Banks,USD,Share,16.55,,17.38,80.86B,2610010
BCA,CorpBanca,NYQ,equity,Foreign Regional Banks,USD,Share,17.28,,20.31,3.63B,71465
WF,Woori Bank,NYQ,equity,Foreign Regional Banks,USD,Share,26.78,,42.66,5.66B,6570
BBDO,Banco Bradesco S.A.,NYQ,equity,Foreign Regional Banks,USD,Share,8.604,,18.250,45.32B,3246
BSBR,Banco Santander (Brasil) S.A.,NYQ,equity,Foreign Regional Banks,USD,Share,5.25,,7.12,21.09B,1231960
DB,Deutsche Bank AG,NYQ,equity,Foreign Regional Banks,USD,Share,31.09,,36.69,45.02B,2053720
HDB,HDFC Bank Ltd.,NYQ,equity,Foreign Regional Banks,USD,Share,59.10,,63.97,310.10B,798792
CIB,Bancolombia S.A.,NYQ,equity,Foreign Regional Banks,USD,Share,41.58,,66.78,9.92B,327527
FBP,First Bancorp,NYQ,equity,Foreign Regional Banks,USD,Share,5.85,,6.76,996.85M,1134210
BCH,Banco de Chile,NYQ,equity,Foreign Regional Banks,USD,Share,66.40,,78.96,10.54B,42025
IRE,The Governor and Company of the Bank of Ireland,NYQ,equity,Foreign Regional Banks,,Share,0,,,,
BBD,Banco Bradesco S.A.,NYQ,equity,Foreign Regional Banks,USD,Share,9.03,,18.67,46.82B,9386030
GGAL,Grupo Financiero Galicia S.A.,NCM,equity,Foreign Regional Banks,USD,Share,20.12,,26.13,2.71B,407816
NBCB,First NBC Bank Holding Company,NMS,equity,Foreign Regional Banks,,Share,0,,,,
BMA,Banco Macro S.A.,NYQ,equity,Foreign Regional Banks,USD,Share,48.62,,67.00,2.89B,114316
SHG,Shinhan Financial Group Company Limited,NYQ,equity,Foreign Regional Banks,USD,Share,36.44,,52.61,16.93B,89140
CPL,CPFL Energia S.A.,NYQ,equity,Foreign Utilities,USD,Share,12.26,,19.76,6.15B,393122
ENI,Enersis S.A.,NYQ,equity,Foreign Utilities,USD,Share,16.09,,18.72,15.71B,813295
TIM.SG,ZEAL NET -NPV-,STU,equity,Gaming Activities,EUR,Share,44.700,,53.180,,369
TTS.AX,Tatts Group Limited,ASX,equity,Gaming Activities,AUD,Share,3.87,,4.20,5.72B,3487380
LAD.L,Ladbrokes PLC,LSE,equity,Gaming Activities,GBp,Share,125.58,,147.00,1.19B,6573010
SGMS,Scientific Games Corporation,NMS,equity,Gaming Activities,USD,Share,16.07,,17.12,1.43B,1208370
TIM.DU,ZEAL NET -NPV-,DUS,equity,Gaming Activities,EUR,Share,45.216,,52.900,,9
TAH.AX,Tabcorp Holdings Ltd.,ASX,equity,Gaming Activities,AUD,Share,4.75,,5.26,3.76B,3436650
PYD.V,Poydras Gaming Finance Corp.,VAN,equity,Gaming Activities,CAD,Share,0.089,,0.260,16.75M,251477
HWC.BE,HEIWA,BER,equity,Gaming Activities,EUR,Share,17.68,,19.75,,
AGI.AX,Ainsworth Game Technology Ltd.,ASX,equity,Gaming Activities,AUD,Share,2.77,,3.87,878.72M,677414
