symbol,name,exchange,type,category
CUBE,CubeSmart,NYQ,equity,REIT - Industrial
CMCT,CIM Commercial Trust Corporation,NGM,equity,REIT - Industrial
FR,First Industrial Realty Trust Inc.,NYQ,equity,REIT - Industrial
MNR,Monmouth Real Estate Investment Corp.,NYQ,equity,REIT - Industrial
TRNO,Terreno Realty Corp.,NYQ,equity,REIT - Industrial
BYG.L,Big Yellow Group plc,LSE,equity,REIT - Industrial
WDP.BR,Warehouses De Pauw SCA,BRU,equity,REIT - Industrial
WEB.BR,Warehouses Estates Belgium SCA,BRU,equity,REIT - Industrial
MONT.BR,Montea Comm.VA,BRU,equity,REIT - Industrial
PSA,Public Storage,NYQ,equity,REIT - Industrial
EGP,EastGroup Properties Inc.,NYQ,equity,REIT - Industrial
WRE,Washington Real Estate Investment Trust,NYQ,equity,REIT - Office
LAND.L,Land Securities Group plc,LSE,equity,REIT - Office
KRC,Kilroy Realty Corp.,NYQ,equity,REIT - Office
OFC,Corporate Office Properties Trust,NYQ,equity,REIT - Office
LPT,Liberty Property Trust,NYQ,equity,REIT - Office
MGR.AX,Mirvac Group,ASX,equity,REIT - Office
D-UN.TO,Dream Office Real Estate Investment Trust,TOR,equity,REIT - Office
MPG,Metaldyne Performance Group Inc.,NYQ,equity,REIT - Office
JUA.SG,JP RL EST INV,STU,equity,REIT - Office
CLI,Mack-Cali Realty Corp.,NYQ,equity,REIT - Office
UVA.MU,TOUR EIFFEL,MUN,equity,REIT - Office
BXP,Boston Properties Inc.,NYQ,equity,REIT - Office
BOX-UN.TO,Brookfield Canada Office Properties,TOR,equity,REIT - Office
BOXC,Brookfield Canada Office Properties,NYQ,equity,REIT - Office
BMR,BioMed Realty Trust Inc.,NYQ,equity,REIT - Office
AP-UN.TO,Allied Properties REIT,TOR,equity,REIT - Office
PDM,Piedmont Office Realty Trust Inc.,NYQ,equity,REIT - Office
COR,CoreSite Realty Corporation,NYQ,equity,REIT - Office
FSP,Franklin Street Properties Corp.,ASE,equity,REIT - Office
FPO,First Potomac Realty Trust,NYQ,equity,REIT - Office
GYRO,Gyrodyne Co. of America Inc.,NCM,equity,REIT - Office
FLY.PA,Societe Fonciere Lyonnaise,PAR,equity,REIT - Office
CSG,Chambers Street Properties,NYQ,equity,REIT - Office
GOV,Government Properties Income Trust,NYQ,equity,REIT - Office
AOX.DE,Alstria Office Reit-AG,GER,equity,REIT - Office
PKY,Parkway Properties Inc.,NYQ,equity,REIT - Office
DLR,Digital Realty Trust Inc.,NYQ,equity,REIT - Office
HIW,Highwoods Properties Inc.,NYQ,equity,REIT - Office
CPT,Camden Property Trust,NYQ,equity,REIT - Residential
AEC,Associated Estates Realty Corporation,NYQ,equity,REIT - Residential
EDR,EdR,NYQ,equity,REIT - Residential
NRZ,New Residential Investment Corp.,NYQ,equity,REIT - Residential
UDF,United Development Funding IV,NMS,equity,REIT - Residential
OAKS,Five Oaks Investment Corp.,NYQ,equity,REIT - Residential
RESI,Altisource Residential Corporation,NYQ,equity,REIT - Residential
EQR,Equity Residential,NYQ,equity,REIT - Residential
HME,Home Properties Inc.,NYQ,equity,REIT - Residential
NYMT,New York Mortgage Trust Inc.,NMS,equity,REIT - Residential
PPS,Post Properties Inc.,NYQ,equity,REIT - Residential
SUI,Sun Communities Inc.,NYQ,equity,REIT - Residential
AGNC,American Capital Agency Corp.,NMS,equity,REIT - Residential
TWO,Two Harbors Investment Corp.,NYQ,equity,REIT - Residential
EARN,Ellington Residential Mortgage REIT,NYQ,equity,REIT - Residential
AIV,Apartment Investment and Management Company,NYQ,equity,REIT - Residential
ALTA.PA,Altarea SCA,PAR,equity,REIT - Residential
SBY,Silver Bay Realty Trust Corp.,NYQ,equity,REIT - Residential
MAA,Mid-America Apartment Communities Inc.,NYQ,equity,REIT - Residential
CHMI,Cherry Hill Mortgage Investment Corporation,NYQ,equity,REIT - Residential
RSO,Resource Capital Corp.,NYQ,equity,REIT - Residential
BEI-UN.TO,Boardwalk Real Estate Investment Trust,TOR,equity,REIT - Residential
HTS,Hatteras Financial Corp,NYQ,equity,REIT - Residential
FREVS,First Real Estate Investment Trust of New Jersey,PNK,equity,REIT - Residential
AMH.V,Amanta Resources Ltd.,VAN,equity,REIT - Residential
AVB,Avalonbay Communities Inc.,NYQ,equity,REIT - Residential
ESS,Essex Property Trust Inc.,NYQ,equity,REIT - Residential
DX,Dynex Capital Inc.,NYQ,equity,REIT - Residential
SLG,SL Green Realty Corp.,NYQ,equity,REIT - Retail
GRT,Glimcher Realty Trust,NYQ,equity,REIT - Retail
FRT,Federal Realty Investment Trust,NYQ,equity,REIT - Retail
GTY,Getty Realty Corp.,NYQ,equity,REIT - Retail
BRX,Brixmor Property Group Inc.,NYQ,equity,REIT - Retail
KIM,Kimco Realty Corporation,NYQ,equity,REIT - Retail
ROIC,Retail Opportunity Investments Corp.,NMS,equity,REIT - Retail
MAC,The Macerich Company,NYQ,equity,REIT - Retail
HPT,Hospitality Properties Trust,NYQ,equity,REIT - Retail
WRI,Weingarten Realty Investors,NYQ,equity,REIT - Retail
BLND.L,The British Land Company Public Limited Company,LSE,equity,REIT - Retail
DDR,DDR Corp.,NYQ,equity,REIT - Retail
LI.PA,Klepierre SA,PAR,equity,REIT - Retail
O,Realty Income Corporation,NYQ,equity,REIT - Retail
CBL,CBL & Associates Properties Inc.,NYQ,equity,REIT - Retail
RPT,Ramco-Gershenson Properties Trust,NYQ,equity,REIT - Retail
REG,Regency Centers Corporation,NYQ,equity,REIT - Retail
KRG,Kite Realty Group Trust,NYQ,equity,REIT - Retail
CWT-UN.TO,Calloway REIT,TOR,equity,REIT - Retail
IRC,Inland Real Estate Corp.,NYQ,equity,REIT - Retail
EQY,Equity One Inc.,NYQ,equity,REIT - Retail
RRC.F,REGENCY CENTERS,FRA,equity,REIT - Retail
UBL.DE,Unibail-Rodamco SE,GER,equity,REIT - Retail
HMSO.L,Hammerson plc,LSE,equity,REIT - Retail
MERY.PA,Mercialys S.A.,PAR,equity,REIT - Retail
UBA,Urstadt Biddle Properties Inc.,NYQ,equity,REIT - Retail
SCP.AX,Shopping Centres Australasia Property Group,ASX,equity,REIT - Retail
PEI,Pennsylvania Real Estate Investment Trust,NYQ,equity,REIT - Retail
NRF,NorthStar Realty Finance Corp.,NYQ,equity,REIT - Retail
EPR,EPR Properties,NYQ,equity,REIT - Retail
BFS,Saul Centers Inc.,NYQ,equity,REIT - Retail
UBL.F,UNIBAIL-RODAMCO,FRA,equity,REIT - Retail
SKT,Tanger Factory Outlet Centers Inc.,NYQ,equity,REIT - Retail
RPI,Roberts Realty Investors Inc.,ASE,equity,REIT - Retail
SPG,Simon Property Group Inc.,NYQ,equity,REIT - Retail
REI-UN.TO,Riocan Real Estate Investment Trust,TOR,equity,REIT - Retail
AL,Air Lease Corporation,NYQ,equity,Rental & Leasing Services
ESSX,Essex Rental Corp.,NCM,equity,Rental & Leasing Services
BWO.L,Barloworld Ltd.,LSE,equity,Rental & Leasing Services
TGH,Textainer Group Holdings Limited,NYQ,equity,Rental & Leasing Services
EHIC,eHi Car Services Limited,NYQ,equity,Rental & Leasing Services
FLY,FLY Leasing Limited,NYQ,equity,Rental & Leasing Services
ECI.TO,EnerCare Inc.,TOR,equity,Rental & Leasing Services
GFN,General Finance Corporation,NGM,equity,Rental & Leasing Services
CFL.V,CERF Incorporated,VAN,equity,Rental & Leasing Services
VP.L,Vp plc,LSE,equity,Rental & Leasing Services
ACY,AeroCentury Corp.,ASE,equity,Rental & Leasing Services
GFN.V,Gold Finder Explorations Ltd.,VAN,equity,Rental & Leasing Services
AYR,Aircastle LTD,NYQ,equity,Rental & Leasing Services
CHW.TO,Chesswood Group Limited,TOR,equity,Rental & Leasing Services
LVD.L,Lavendon Group plc,LSE,equity,Rental & Leasing Services
UHAL,AMERCO,NMS,equity,Rental & Leasing Services
GMT,GATX Corp.,NYQ,equity,Rental & Leasing Services
NEFF,Neff Corp.,NYQ,equity,Rental & Leasing Services
WLFC,Willis Lease Finance Corp.,NGM,equity,Rental & Leasing Services
MGRC,McGrath Rentcorp,NMS,equity,Rental & Leasing Services
NTG.L,Northgate plc,LSE,equity,Rental & Leasing Services
TGA.AX,Thorn Group Limited,ASX,equity,Rental & Leasing Services
BDI.TO,Black Diamond Group Limited,TOR,equity,Rental & Leasing Services
SBAC,SBA Communications Corp.,NMS,equity,Rental & Leasing Services
ELRC,Electro Rent Corporation,NMS,equity,Rental & Leasing Services
FORR,Forrester Research Inc.,NMS,equity,Research Services
QGEN,Qiagen NV,NMS,equity,Research Services
MYGN,Myriad Genetics Inc.,NMS,equity,Research Services
BASI,Bioanalytical Systems Inc.,NCM,equity,Research Services
NRCIB,National Research Corp.,NMS,equity,Research Services
MFC.PA,Maisons France Confort,PAR,equity,Residential Construction
NARPROP.BO,Narendra Properties Ltd.,BSE,equity,Residential Construction
SPF.V,Silver Pursuit Resources Ltd.,VAN,equity,Residential Construction
KBH,KB Home,NYQ,equity,Residential Construction
HOV,Hovnanian Enterprises Inc.,NYQ,equity,Residential Construction
TULIVE.BO,Tulive Developers Ltd.,BSE,equity,Residential Construction
LEN,Lennar Corp.,NYQ,equity,Residential Construction
KBH.MU,KB HOME,MUN,equity,Residential Construction
DHI,DR Horton Inc.,NYQ,equity,Residential Construction
JMM.SG,J.M.,STU,equity,Residential Construction
KPH.DU,KAMPA,DUS,equity,Residential Construction
MDC,MDC Holdings Inc.,NYQ,equity,Residential Construction
BKG.L,The Berkeley Group Holdings plc,LSE,equity,Residential Construction
SPF,Standard Pacific Corp.,NYQ,equity,Residential Construction
MTH.V,Mammoth Resources Corp.,VAN,equity,Residential Construction
RYG.F,RYLAND GROUP,FRA,equity,Residential Construction
TOL,Toll Brothers Inc.,NYQ,equity,Residential Construction
MTH,Meritage Homes Corporation,NYQ,equity,Residential Construction
TMHC,Taylor Morrison Home Corporation,NYQ,equity,Residential Construction
JMM.F,J.M.,FRA,equity,Residential Construction
BWY.L,Bellway plc,LSE,equity,Residential Construction
TW.L,Taylor Wimpey plc,LSE,equity,Residential Construction
SAREB.MX,Sare Holding SAB de CV,MEX,equity,Residential Construction
RYL,Ryland Group Inc.,NYQ,equity,Residential Construction
NWHM,The New Home Company LLC,NYQ,equity,Residential Construction
NVE.F,NVR,FRA,equity,Residential Construction
BZH,Beazer Homes USA Inc.,NYQ,equity,Residential Construction
GFA,Gafisa S.A.,NYQ,equity,Residential Construction
SKC.AX,Sky City Entertainment Group Ltd.,ASX,equity,Resorts & Casinos
MTN,Vail Resorts Inc.,NYQ,equity,Resorts & Casinos
CWN.AX,Crown Resorts Limited,ASX,equity,Resorts & Casinos
BYD,Boyd Gaming Corporation,NYQ,equity,Resorts & Casinos
CNTY,Century Casinos Inc.,NCM,equity,Resorts & Casinos
WB.TO,Whistler Blackcomb Holdings Inc.,TOR,equity,Resorts & Casinos
WYNN,Wynn Resorts Ltd.,NMS,equity,Resorts & Casinos
TBTC,Table Trac Inc.,PNK,equity,Resorts & Casinos
WYR.MU,WYNN RESORTS,MUN,equity,Resorts & Casinos
LVS,Las Vegas Sands Corp.,NYQ,equity,Resorts & Casinos
WYR.BE,WYNN RESORTS,BER,equity,Resorts & Casinos
LACO,Lakes Entertainment Inc.,NGM,equity,Resorts & Casinos
VAC,Marriott Vacations Worldwide Corp.,NYQ,equity,Resorts & Casinos
LCR.F,LAS VEGAS SANDS,FRA,equity,Resorts & Casinos
CACQ,Caesars Acquisition Company,NMS,equity,Resorts & Casinos
LCR.BE,LAS VEGAS SANDS,BER,equity,Resorts & Casinos
RCL,Royal Caribbean Cruises Ltd.,NYQ,equity,Resorts & Casinos
TNA.V,Evergreen Gaming Corporation,VAN,equity,Resorts & Casinos
PNK,Pinnacle Entertainment Inc.,NYQ,equity,Resorts & Casinos
CCL,Carnival Corporation,NYQ,equity,Resorts & Casinos
CZR,Caesars Entertainment Corporation,NMS,equity,Resorts & Casinos
PENN,Penn National Gaming Inc.,NMS,equity,Resorts & Casinos
FLL,Full House Resorts Inc.,NCM,equity,Resorts & Casinos
SKC.NZ,Sky City Entertainment Group Ltd.,NZE,equity,Resorts & Casinos
NYNY,Empire Resorts Inc.,NGM,equity,Resorts & Casinos
MGM,MGM Resorts International,NYQ,equity,Resorts & Casinos
MCRI,Monarch Casino & Resort Inc.,NMS,equity,Resorts & Casinos
TVRB.PA,Televerbier SA,PAR,equity,Resorts & Casinos
LQ,La Quinta Holdings Inc.,NYQ,equity,Resorts & Casinos
UWN,Nevada Gold & Casinos Inc.,ASE,equity,Resorts & Casinos
MPEL,Melco Crown Entertainment Limited,NMS,equity,Resorts & Casinos
LCR.DE,Las Vegas Sands Corp.,GER,equity,Resorts & Casinos
WYR.SG,WYNN RESORTS,STU,equity,Resorts & Casinos
MTY.TO,MTY Food Group Inc.,TOR,equity,Restaurants
KEG-UN.TO,Keg Royalties Income Fund,TOR,equity,Restaurants
COSI,Cosi Inc.,NCM,equity,Restaurants
TGR.MU,YUM BRANDS,MUN,equity,Restaurants
RRGB,Red Robin Gourmet Burgers Inc.,NMS,equity,Restaurants
YTC.F,STARBUCKS COFFEE JP,FRA,equity,Restaurants
WTB.L,Whitbread PLC,LSE,equity,Restaurants
MLTBM.PA,Les Toques Blanches Du Monde,PAR,equity,Restaurants
THI.TO,Tim Hortons Inc.,TOR,equity,Restaurants
BWLD,Buffalo Wild Wings Inc.,NMS,equity,Restaurants
GCFB,Granite City Food & Brewery Ltd.,PNK,equity,Restaurants
BH,Biglari Holdings Inc.,NYQ,equity,Restaurants
SRB.DE,Starbucks Corporation,GER,equity,Restaurants
SONC,Sonic Corp.,NMS,equity,Restaurants
SRV-UN.TO,Sir Royalty Income Fund,TOR,equity,Restaurants
JUBLFOOD.NS,Jubilant FoodWorks Limited,NSI,equity,Restaurants
RFG.AX,Retail Food Group Limited,ASX,equity,Restaurants
SSPG.L,SSP Group plc,LSE,equity,Restaurants
PZA.TO,Pizza Pizza Royalty Corp.,TOR,equity,Restaurants
JOES,Eat At Joes Ltd.,PNK,equity,Restaurants
THI,Tim Hortons Inc.,NYQ,equity,Restaurants
ARKR,Ark Restaurants Corp.,NGM,equity,Restaurants
SCU.TO,The Second Cup Ltd,TOR,equity,Restaurants
JBX.F,JACK IN THE BOX,FRA,equity,Restaurants
JACK,Jack in the Box Inc.,NMS,equity,Restaurants
KONA,Kona Grill Inc.,NGM,equity,Restaurants
SPP.V,Spot Coffee (Canada) Ltd.,VAN,equity,Restaurants
BPF-UN.TO,Boston Pizza Royalties Income Fund,TOR,equity,Restaurants
OLD.F,CRACKER BARREL OLD,FRA,equity,Restaurants
BFW.NZ,Burger Fuel Worldwide Limited,NZE,equity,Restaurants
GTIM,Good Times Restaurants Inc.,NCM,equity,Restaurants
TGR.BE,YUM BRANDS,BER,equity,Restaurants
CAKE,The Cheesecake Factory Incorporated,NMS,equity,Restaurants
GNK.L,Greene King plc,LSE,equity,Restaurants
RTN.L,Restaurant Group plc,LSE,equity,Restaurants
XCD.SG,CAFE DE CORAL HLDG,STU,equity,Restaurants
JUBLFOOD.BO,Jubilant FoodWorks Limited,BSE,equity,Restaurants
NDLS,Noodles & Company,NMS,equity,Restaurants
STRZ,Star Buffet Inc.,PNK,equity,Restaurants
JBX.BE,JACK IN THE BOX,BER,equity,Restaurants
IRG.TO,Imvescor Restaurant Group Inc.,TOR,equity,Restaurants
CTIB,CTI Industries Corp.,NCM,equity,Rubber & Plastics
ML.PA,Compagnie Generale DES Etablissements Michelin SCA,PAR,equity,Rubber & Plastics
GTR.DU,GOODYEAR T & RUBBER,DUS,equity,Rubber & Plastics
CSL,Carlisle Companies Incorporated,NYQ,equity,Rubber & Plastics
VYST,Vystar Corporation,PNK,equity,Rubber & Plastics
MACPLASQ.BO,Machino Plastics Limited,BSE,equity,Rubber & Plastics
MYE,Myers Industries Inc.,NYQ,equity,Rubber & Plastics
BAF.DE,Balda AG,GER,equity,Rubber & Plastics
RUBFILA.BO,Rubfila International Limited,BSE,equity,Rubber & Plastics
NZE.F,ZEON ,FRA,equity,Rubber & Plastics
AEPI,AEP Industries Inc.,NMS,equity,Rubber & Plastics
PVL.PA,Plastiques du Val de Loire,PAR,equity,Rubber & Plastics
CTB,Cooper Tire & Rubber Co.,NYQ,equity,Rubber & Plastics
YRB.DU,YOKOHAMA RUBBER,DUS,equity,Rubber & Plastics
VAMSHIRU.BO,Vamshi Rubber Limited,BSE,equity,Rubber & Plastics
GT,The Goodyear Tire & Rubber Company,NMS,equity,Rubber & Plastics
MZX.DE,Masterflex SE,GER,equity,Rubber & Plastics
BOS.TO,Airboss of America Corp.,TOR,equity,Rubber & Plastics
YRB.SG,YOKOHAMA RUBBER,STU,equity,Rubber & Plastics
PC.MI,Pirelli & C. SpA,MIL,equity,Rubber & Plastics
TG,Tredegar Corp.,NYQ,equity,Rubber & Plastics
JKTYRE.NS,JK Tyre & Industries Limited,NSI,equity,Rubber & Plastics
CXDC,China XD Plastics Company Ltd.,NGM,equity,Rubber & Plastics
YRB.BE,YOKOHAMA RUBBER,BER,equity,Rubber & Plastics
MCH.MU,MICHELIN,MUN,equity,Rubber & Plastics
JAICORPLT.NS,Jai Corp Limited,NSI,equity,Rubber & Plastics
ROYALCU.BO,Royal Cushion Vinyl Products,BSE,equity,Rubber & Plastics
MRF.BO,MRF Ltd.,BSE,equity,Rubber & Plastics
KESORAMIND.BO,Kesoram Industries Ltd.,BSE,equity,Rubber & Plastics
NILKAMAL.NS,Nilkamal Limited,NSI,equity,Rubber & Plastics
BGT.DU,BRIDGESTONE CORP,DUS,equity,Rubber & Plastics
KESORAMIN.NS,Kesoram Industries Ltd.,NSI,equity,Rubber & Plastics
STCC,Sterling Consolidated Corp.,OBB,equity,Rubber & Plastics
CMT,Core Molding Technologies Inc.,ASE,equity,Rubber & Plastics
YRB.F,YOKOHAMA RUBBER,FRA,equity,Rubber & Plastics
LSBK,Lake Shore Bancorp Inc.,NGM,equity,Savings & Loans
HMNF,HMN Financial Inc.,NGM,equity,Savings & Loans
OCFC,OceanFirst Financial Corp.,NMS,equity,Savings & Loans
NWIN,Northwest Indiana Bancorp,OBB,equity,Savings & Loans
ABPA,Allegiance Bank of North America,PNK,equity,Savings & Loans
AMFC,AMB Financial Corp.,OBB,equity,Savings & Loans
GRBS,Greer Bancshares Incorporated,PNK,equity,Savings & Loans
BKMU,Bank Mutual Corporation,NMS,equity,Savings & Loans
VERF,Versailles Financial Corporation,OBB,equity,Savings & Loans
ONFC,Oneida Financial Corp.,NGM,equity,Savings & Loans
SFDL,Security Federal Corp.,PNK,equity,Savings & Loans
FFIC,Flushing Financial Corp.,NMS,equity,Savings & Loans
BYFC,Broadway Financial Corporation,NCM,equity,Savings & Loans
EBTC,Enterprise Bancorp Inc.,NMS,equity,Savings & Loans
LOGN,Logansport Financial Corp.,PNK,equity,Savings & Loans
OFED,Oconee Federal Financial Corp.,NCM,equity,Savings & Loans
BFIN,BankFinancial Corp.,NMS,equity,Savings & Loans
JXSB,Jacksonville Bancorp Inc.,NCM,equity,Savings & Loans
WAYN,Wayne Savings Bancshares Inc.,NGM,equity,Savings & Loans
AF,Astoria Financial Corporation,NYQ,equity,Savings & Loans
ZNIVEMER.BO,Nivedita Mercantile & Financing Ltd.,BSE,equity,Savings & Loans
SIFI,SI Financial Group Inc.,NGM,equity,Savings & Loans
STL,Sterling Bancorp.,NYQ,equity,Savings & Loans
CFBK,Central Federal Corp.,NCM,equity,Savings & Loans
NYCB,New York Community Bancorp Inc.,NYQ,equity,Savings & Loans
FFDF,FFD Financial Corp.,PNK,equity,Savings & Loans
PULB,Pulaski Financial Corporation,NMS,equity,Savings & Loans
PBCO,Peoples Bank of Commerce,OBB,equity,Savings & Loans
HFBC,HopFed Bancorp Inc.,NGM,equity,Savings & Loans
HNZ.NZ,Heartland New Zealand Limited,NZE,equity,Savings & Loans
NVSL,Naugatuck Valley Financial Corporation,NGM,equity,Savings & Loans
FSBK,First South Bancorp Inc.,NMS,equity,Savings & Loans
MSBF,MSB Financial Corp.,NGM,equity,Savings & Loans
NIDB,Northeast Indiana Bancorp Inc.,OBB,equity,Savings & Loans
RYFL,Royal Financial Inc.,PNK,equity,Savings & Loans
HLFN,Home Loan Financial Corp.,OBB,equity,Savings & Loans
COLB,Columbia Banking System Inc.,NMS,equity,Savings & Loans
ABCW,Anchor BanCorp Wisconsin Inc.,NMS,equity,Savings & Loans
GTWN,Georgetown Bancorp Inc.,NCM,equity,Savings & Loans
HFFC,HF Financial Corp.,NGM,equity,Savings & Loans
WAFD,Washington Federal Inc.,NMS,equity,Savings & Loans
FBC,Flagstar Bancorp Inc.,NYQ,equity,Savings & Loans
ANCB,Anchor Bancorp,NGM,equity,Savings & Loans
LADR,Ladder Capital Corp,NYQ,equity,Savings & Loans
FDEF,First Defiance Financial Corp.,NMS,equity,Savings & Loans
ESBF,ESB Financial Corp.,NMS,equity,Savings & Loans
HWEN,Home Financial Bancorp,PNK,equity,Savings & Loans
ASBI,Ameriana Bancorp,NCM,equity,Savings & Loans
BHLB,Berkshire Hills Bancorp Inc.,NYQ,equity,Savings & Loans
FFWC,FFW Corporation,PNK,equity,Savings & Loans
SRNN,Southern Banc Co. Inc.,PNK,equity,Savings & Loans
UCFC,United Community Financial Corp.,NMS,equity,Savings & Loans
HIFS,Hingham Institution for Savings,NGM,equity,Savings & Loans
CSBK,Clifton Bancorp Inc.,NMS,equity,Savings & Loans
NHTB,New Hampshire Thrift Bancshares Inc.,NGM,equity,Savings & Loans
PSBH,PSB Holdings Inc.,NCM,equity,Savings & Loans
KRNY,Kearny Financial Corp.,NMS,equity,Savings & Loans
RVSB,Riverview Bancorp Inc.,NMS,equity,Savings & Loans
KFFB,Kentucky First Federal Bancorp,NGM,equity,Savings & Loans
FBSI,First Bancshares Inc.,PNK,equity,Savings & Loans
TDCB,Third Century Bancorp.,OBB,equity,Savings & Loans
ISBC,Investors Bancorp Inc.,NMS,equity,Savings & Loans
UCBA,United Community Bancorp,NGM,equity,Savings & Loans
FBPI,First Bancorp of Indiana Inc.,OBB,equity,Savings & Loans
DCOM,Dime Community Bancshares Inc.,NMS,equity,Savings & Loans
WVFC,WVS Financial Corp.,NGM,equity,Savings & Loans
GTPS,Great American Bancorp Inc.,OBB,equity,Savings & Loans
FCAP,First Capital Inc.,NCM,equity,Savings & Loans
FCLF,First Clover Leaf Financial Corp.,NCM,equity,Savings & Loans
MFDB,Mutual Federal Bancorp Inc,OBB,equity,Savings & Loans
PATD,Patapsco Bancorp Inc.,OBB,equity,Savings & Loans
EKFC,Eureka Financial Corp.,PNK,equity,Savings & Loans
AJA.BE,ANALYTIK JENA ,BER,equity,Scientific & Technical Instruments
CLIRF,Clearford Water Systems Inc.,PNK,equity,Scientific & Technical Instruments
WELX,Winland Electronics Inc.,PNK,equity,Scientific & Technical Instruments
BMI,Badger Meter Inc.,NYQ,equity,Scientific & Technical Instruments
JTC.V,Jemtec Inc.,VAN,equity,Scientific & Technical Instruments
LDR,Landauer Inc.,NYQ,equity,Scientific & Technical Instruments
SMN.AX,Structural Monitoring Systems Plc,ASX,equity,Scientific & Technical Instruments
CGNX,Cognex Corporation,NMS,equity,Scientific & Technical Instruments
TBIO,Transgenomic Inc.,NCM,equity,Scientific & Technical Instruments
TDY,Teledyne Technologies Inc.,NYQ,equity,Scientific & Technical Instruments
SRT.DE,Sartorius Aktiengesellschaft,GER,equity,Scientific & Technical Instruments
FARO,FARO Technologies Inc.,NMS,equity,Scientific & Technical Instruments
SOEN,Solar Enertech Corp.,PNK,equity,Scientific & Technical Instruments
OEM.DU,TOMTOM,DUS,equity,Scientific & Technical Instruments
GRMN,Garmin Ltd.,NMS,equity,Scientific & Technical Instruments
AJA.DU,ANALYTIK JENA ,DUS,equity,Scientific & Technical Instruments
MIND,Mitcham Industries Inc.,NMS,equity,Scientific & Technical Instruments
HDZ.F,SHIMADZU CORP,FRA,equity,Scientific & Technical Instruments
MOCO,MOCON Inc.,NGM,equity,Scientific & Technical Instruments
UNDT,Universal Detection Technology,PNK,equity,Scientific & Technical Instruments
RTEC,Rudolph Technologies Inc.,NYQ,equity,Scientific & Technical Instruments
PUR.TO,Pure Technologies Ltd.,TOR,equity,Scientific & Technical Instruments
MDX.V,MedX Health Corp,VAN,equity,Scientific & Technical Instruments
COHR,Coherent Inc.,NMS,equity,Scientific & Technical Instruments
DYSL,Dynasil Corporation of America,NCM,equity,Scientific & Technical Instruments
HURC,Hurco Companies Inc.,NMS,equity,Scientific & Technical Instruments
DGLY,Digital Ally Inc.,NCM,equity,Scientific & Technical Instruments
TRNS,Transcat Inc.,NGM,equity,Scientific & Technical Instruments
ZYG.MU,ZYGO CORP,MUN,equity,Scientific & Technical Instruments
LUNA,Luna Innovations Incorporated,NCM,equity,Scientific & Technical Instruments
STRN,Sutron Corporation,NCM,equity,Scientific & Technical Instruments
ZYG.DU,ZYGO CORP,DUS,equity,Scientific & Technical Instruments
FLXT,Flexpoint Sensor Systems Inc.,OBB,equity,Scientific & Technical Instruments
GIGA,Giga-tronics Inc.,NCM,equity,Scientific & Technical Instruments
ELSE,Electro-Sensors Inc.,NCM,equity,Scientific & Technical Instruments
RSTI,Rofin-Sinar Technologies Inc.,NMS,equity,Scientific & Technical Instruments
MTSC,MTS Systems Corporation,NMS,equity,Scientific & Technical Instruments
LRAD,LRAD Corporation,NCM,equity,Scientific & Technical Instruments
RSI.DE,Rofin-Sinar Technologies Inc.,GER,equity,Scientific & Technical Instruments
SRMC,Sierra Monitor Corp.,PNK,equity,Scientific & Technical Instruments
GOE.PA,Groupe Gorge SA,PAR,equity,Scientific & Technical Instruments
AFFX,Affymetrix Inc.,NMS,equity,Scientific & Technical Instruments
OIL.AX,Optiscan Imaging Ltd.,ASX,equity,Scientific & Technical Instruments
FEIC,FEI Company,NMS,equity,Scientific & Technical Instruments
CYBE,CyberOptics Corp.,NGM,equity,Scientific & Technical Instruments
CPHD,Cepheid,NMS,equity,Scientific & Technical Instruments
ST,Sensata Technologies Holding NV,NYQ,equity,Scientific & Technical Instruments
ESE,ESCO Technologies Inc.,NYQ,equity,Scientific & Technical Instruments
ASEI,American Science & Engineering Inc.,NMS,equity,Scientific & Technical Instruments
GSIG,GSI Group Inc.,NMS,equity,Scientific & Technical Instruments
CUB,Cubic Corporation,NYQ,equity,Scientific & Technical Instruments
OPS.V,Opsens Inc.,VAN,equity,Scientific & Technical Instruments
ZYG.F,ZYGO CORP,FRA,equity,Scientific & Technical Instruments
XSNX,XSUNX Inc.,PNK,equity,Scientific & Technical Instruments
TRMB,Trimble Navigation Limited,NMS,equity,Scientific & Technical Instruments
ESV.V,E.S.I. Environmental Sensors Inc.,VAN,equity,Scientific & Technical Instruments
ADT,The ADT Corporation,NYQ,equity,Security & Protection Services
XX.V,Avante Logixx Inc.,VAN,equity,Security & Protection Services
TYC,Tyco International Ltd.,NYQ,equity,Security & Protection Services
XSC.DU,SECOM,DUS,equity,Security & Protection Services
CIX,CompX International Inc.,ASE,equity,Security & Protection Services
PCPZ,Leeward Group Holdings Inc.,PNK,equity,Security & Protection Services
CKP,Checkpoint Systems Inc.,NYQ,equity,Security & Protection Services
XTE.AX,Xtek Limited,ASX,equity,Security & Protection Services
UUU,Universal Security Instruments Inc.,ASE,equity,Security & Protection Services
NTS.V,Nanotech Security Corp.,VAN,equity,Security & Protection Services
VINTRON.BO,Vintron Informatics Ltd,BSE,equity,Security & Protection Services
ZICOM.BO,Zicom Electronic Security Systems Limited,BSE,equity,Security & Protection Services
MAGS,Magal Security Systems Ltd.,NGM,equity,Security & Protection Services
ZICOM.NS,Zicom Electronic Security Systems Limited,NSI,equity,Security & Protection Services
LOJN,LoJack Corporation,NMS,equity,Security & Protection Services
