symbol,name,exchange,type,category
MOC,Command Security Corp.,ASE,equity,Security & Protection Services
XSC.BE,SECOM,BER,equity,Security & Protection Services
MSA,MSA Safety Incorporated,NYQ,equity,Security & Protection Services
WAVX,Wave Systems Corp.,NCM,equity,Security Software & Services
BCDI,Polar Wireless Corp.,PNK,equity,Security Software & Services
SYMC,Symantec Corporation,NMS,equity,Security Software & Services
BRC,Brady Corp.,NYQ,equity,Security Software & Services
VSYM,View Systems Inc.,OBB,equity,Security Software & Services
CHKP,Check Point Software Technologies Ltd.,NMS,equity,Security Software & Services
DTST,Data Storage Corp.,PNK,equity,Security Software & Services
VLDI,Validian Corporation,PNK,equity,Security Software & Services
SPCB,SuperCom Ltd.,NCM,equity,Security Software & Services
MANT,ManTech International Corporation,NMS,equity,Security Software & Services
CYRN,CYREN Ltd.,NCM,equity,Security Software & Services
VDSI,VASCO Data Security International Inc.,NCM,equity,Security Software & Services
INTC.MX,Intel Corporation,MEX,equity,Semiconductor - Broad Line
XIX.MU,XILINX,MUN,equity,Semiconductor - Broad Line
AUO,AU Optronics Corp.,NYQ,equity,Semiconductor - Broad Line
QKL.BE,QUICKLOGIC,BER,equity,Semiconductor - Broad Line
CY,Cypress Semiconductor Corporation,NMS,equity,Semiconductor - Broad Line
SLX.AX,Silex Systems Ltd.,ASX,equity,Semiconductor - Broad Line
AVGO,Avago Technologies Limited,NMS,equity,Semiconductor - Broad Line
XSK.F,SANKEN ELECTRIC,FRA,equity,Semiconductor - Broad Line
ATML,Atmel Corporation,NMS,equity,Semiconductor - Broad Line
MHC.F,MEGACHIPS ,FRA,equity,Semiconductor - Broad Line
ARM.L,ARM Holdings plc,LSE,equity,Semiconductor - Broad Line
MKN.F,SEMICON MANUFAT,FRA,equity,Semiconductor - Broad Line
STM,STMicroelectronics NV,NYQ,equity,Semiconductor - Broad Line
NXPI,NXP Semiconductors NV,NMS,equity,Semiconductor - Broad Line
ROM.MU,ROHM,MUN,equity,Semiconductor - Broad Line
ATNY,API Technologies Corp.,NCM,equity,Semiconductor - Broad Line
PWI.F,POWER INTEGRATIONS,FRA,equity,Semiconductor - Broad Line
FORM,FormFactor Inc.,NMS,equity,Semiconductor - Broad Line
NVD.DU,NVIDIA,DUS,equity,Semiconductor - Broad Line
ZZE.F,MELLANOX TECHNOLOGI,FRA,equity,Semiconductor - Broad Line
IPHI,Inphi Corporation,NYQ,equity,Semiconductor - Broad Line
SPIR,Spire Corp.,PNK,equity,Semiconductor - Broad Line
GSIT,GSI Technology Inc.,NMS,equity,Semiconductor - Broad Line
QKL.SG,QUICKLOGIC,STU,equity,Semiconductor - Broad Line
SGM.SG,STMICROELECTRONICS ,STU,equity,Semiconductor - Broad Line
KOC.SG,KOPIN,STU,equity,Semiconductor - Broad Line
STM.PA,STMicroelectronics NV,PAR,equity,Semiconductor - Broad Line
VSW.MU,AVAGO TECH,MUN,equity,Semiconductor - Broad Line
ZZE.SG,MELLANOX TECHNOLOGI,STU,equity,Semiconductor - Broad Line
AOY.BE,ALPHA & OMEGA,BER,equity,Semiconductor - Broad Line
NXT.V,Natcore Technology Inc.,VAN,equity,Semiconductor - Broad Line
KOPN,Kopin Corporation,NMS,equity,Semiconductor - Broad Line
INTC,Intel Corporation,NMS,equity,Semiconductor - Broad Line
ISIL,Intersil Corporation,NMS,equity,Semiconductor - Broad Line
ONNN,ON Semiconductor Corp.,NMS,equity,Semiconductor - Broad Line
NPTN,NeoPhotonics Corporation,NYQ,equity,Semiconductor - Broad Line
SGM.DE,STMicroelectronics NV,GER,equity,Semiconductor - Broad Line
VSW.DU,AVAGO TECH,DUS,equity,Semiconductor - Broad Line
IDT.SG,INTEGR DEVICE TECH,STU,equity,Semiconductor - Broad Line
QKL.F,QUICKLOGIC,FRA,equity,Semiconductor - Broad Line
NEN.BE,RENESAS ELECTRO,BER,equity,Semiconductor - Broad Line
VTSN.F,VITESSE SEMICONDUCT,FRA,equity,Semiconductor - Broad Line
MORGANITE.BO,Morganite Crucible India Ltd,BSE,equity,Semiconductor - Broad Line
NEN.MU,RENESAS ELECTRO,MUN,equity,Semiconductor - Broad Line
VSH,Vishay Intertechnology Inc.,NYQ,equity,Semiconductor - Broad Line
IFX.DE,Infineon Technologies AG,GER,equity,Semiconductor - Broad Line
XSK.SG,SANKEN ELECTRIC,STU,equity,Semiconductor - Broad Line
ALDOL.PA,Dolphin Integration,PAR,equity,Semiconductor - Broad Line
ZZE.BE,MELLANOX TECHNOLOGI,BER,equity,Semiconductor - Broad Line
XIX.DU,XILINX,DUS,equity,Semiconductor - Broad Line
ROM.SG,ROHM,STU,equity,Semiconductor - Broad Line
TXN,Texas Instruments Inc.,NMS,equity,Semiconductor - Broad Line
POWI,Power Integrations Inc.,NMS,equity,Semiconductor - Integrated Circuits
SATCQ,Satcon Technology Corporation,PNK,equity,Semiconductor - Integrated Circuits
SMI,Semiconductor Manufacturing International Corp.,NYQ,equity,Semiconductor - Integrated Circuits
SQNS,Sequans Communications S.A.,NYQ,equity,Semiconductor - Integrated Circuits
MRVL,Marvell Technology Group Ltd.,NMS,equity,Semiconductor - Integrated Circuits
BRCM,Broadcom Corp.,NMS,equity,Semiconductor - Integrated Circuits
TSM,Taiwan Semiconductor Manufacturing Company Limited,NYQ,equity,Semiconductor - Integrated Circuits
SMTC,Semtech Corporation,NMS,equity,Semiconductor - Integrated Circuits
VTSS,Vitesse Semiconductor Corp.,NGM,equity,Semiconductor - Integrated Circuits
ESIO,Electro Scientific Industries Inc.,NMS,equity,Semiconductor - Integrated Circuits
EZCH,EZchip Semiconductor Ltd.,NMS,equity,Semiconductor - Integrated Circuits
MSCC,Microsemi Corporation,NMS,equity,Semiconductor - Integrated Circuits
CCMP,Cabot Microelectronics Corporation,NMS,equity,Semiconductor - Integrated Circuits
PRKR,Parkervision Inc.,NCM,equity,Semiconductor - Integrated Circuits
DSPG,DSP Group Inc.,NMS,equity,Semiconductor - Integrated Circuits
MPAD,Micropac Industries Inc.,PNK,equity,Semiconductor - Integrated Circuits
API,Advanced Photonix Inc.,ASE,equity,Semiconductor - Integrated Circuits
TSEM,Tower Semiconductor Ltd.,NMS,equity,Semiconductor - Integrated Circuits
PMCS,PMC-Sierra Inc.,NMS,equity,Semiconductor - Integrated Circuits
RESN,Resonant Inc.,NCM,equity,Semiconductor - Integrated Circuits
RFMD,RF Micro Devices Inc.,NMS,equity,Semiconductor - Integrated Circuits
PSMI,Peregrine Semiconductor Corporation,NMS,equity,Semiconductor - Integrated Circuits
AXTI,AXT Inc.,NMS,equity,Semiconductor - Integrated Circuits
SCON,Superconductor Technologies Inc.,NCM,equity,Semiconductor - Integrated Circuits
QLGC,QLogic Corp.,NMS,equity,Semiconductor - Integrated Circuits
SLAB,Silicon Laboratories Inc.,NMS,equity,Semiconductor - Integrated Circuits
QUIK,QuickLogic Corporation,NGM,equity,Semiconductor - Integrated Circuits
MCRL,Micrel Inc.,NMS,equity,Semiconductor - Integrated Circuits
PSEM,Pericom Semiconductor Corp.,NMS,equity,Semiconductor - Integrated Circuits
SWKS,Skyworks Solutions Inc.,NMS,equity,Semiconductor - Integrated Circuits
INTT,inTEST Corp.,ASE,equity,Semiconductor - Integrated Circuits
MMTIF,Micromem Technologies Inc.,OBB,equity,Semiconductor - Integrated Circuits
EXAR,Exar Corp.,NYQ,equity,Semiconductor - Integrated Circuits
XLNX,Xilinx Inc.,NMS,equity,Semiconductor - Integrated Circuits
DIOD,Diodes Incorporated,NMS,equity,Semiconductor - Integrated Circuits
AMCC,Applied Micro Circuits Corporation,NMS,equity,Semiconductor - Integrated Circuits
CSUN,China Sunergy Co. Ltd.,NMS,equity,Semiconductor - Integrated Circuits
FCS,Fairchild Semiconductor International Inc.,NMS,equity,Semiconductor - Integrated Circuits
EMKR,EMCORE Corporation,NGM,equity,Semiconductor - Integrated Circuits
IRF,International Rectifier Corporation,NYQ,equity,Semiconductor - Integrated Circuits
CRUS,Cirrus Logic Inc.,NMS,equity,Semiconductor - Specialized
ALTR,Altera Corp.,NMS,equity,Semiconductor - Specialized
YGE,Yingli Green Energy Holding Co. Ltd.,NYQ,equity,Semiconductor - Specialized
EBODF,Renewable Energy Trade Board Corporation,PNK,equity,Semiconductor - Specialized
SCTY,SolarCity Corporation,NMS,equity,Semiconductor - Specialized
IXYS,IXYS Corp.,NMS,equity,Semiconductor - Specialized
OPTI,Opti Inc.,PNK,equity,Semiconductor - Specialized
VIMC,Vimicro International Corp.,NGM,equity,Semiconductor - Specialized
SPWR,SunPower Corporation,NMS,equity,Semiconductor - Specialized
CBDE,CBD Energy Limited,NCM,equity,Semiconductor - Specialized
CEVA,CEVA Inc.,NMS,equity,Semiconductor - Specialized
LSCC,Lattice Semiconductor Corporation,NMS,equity,Semiconductor - Specialized
CSIQ,Canadian Solar Inc.,NMS,equity,Semiconductor - Specialized
UCTT,Ultra Clean Holdings Inc.,NMS,equity,Semiconductor - Specialized
MCHP,Microchip Technology Inc.,NMS,equity,Semiconductor - Specialized
HORI,Horizon Energy Corp.,PNK,equity,Semiconductor - Specialized
TSL,Trina Solar Limited,NYQ,equity,Semiconductor - Specialized
DION,Dionics Inc.,PNK,equity,Semiconductor - Specialized
LLTC,Linear Technology Corporation,NMS,equity,Semiconductor - Specialized
DSTI,DayStar Technologies Inc.,PNK,equity,Semiconductor - Specialized
NVDA,NVIDIA Corporation,NMS,equity,Semiconductor - Specialized
MPWR,Monolithic Power Systems Inc.,NMS,equity,Semiconductor - Specialized
LOGC,LOGIC Devices Incorporated,PNK,equity,Semiconductor - Specialized
SOL,ReneSola Ltd.,NYQ,equity,Semiconductor - Specialized
MX,MagnaChip Semiconductor Corporation,NYQ,equity,Semiconductor - Specialized
NVEC,NVE Corp.,NCM,equity,Semiconductor - Specialized
CAMT,Camtek Ltd.,NGM,equity,Semiconductor Equipment & Materials
NVMI,Nova Measuring Instruments Ltd.,NMS,equity,Semiconductor Equipment & Materials
MLFAC.PA,Facilasol Group SA,PAR,equity,Semiconductor Equipment & Materials
WFR.BE,SUNEDISON,BER,equity,Semiconductor Equipment & Materials
BTUI,BTU International Inc.,NGM,equity,Semiconductor Equipment & Materials
XCRA,Xcerra Corporation,NMS,equity,Semiconductor Equipment & Materials
VEO.F,VEECO INSTRUMENTS,FRA,equity,Semiconductor Equipment & Materials
ACLS,Axcelis Technologies Inc.,NMS,equity,Semiconductor Equipment & Materials
TKY.BE,TOKYO ELECTRON,BER,equity,Semiconductor Equipment & Materials
TER,Teradyne Inc.,NYQ,equity,Semiconductor Equipment & Materials
VAN.SG,ADVANTEST,STU,equity,Semiconductor Equipment & Materials
VAN.F,ADVANTEST,FRA,equity,Semiconductor Equipment & Materials
VECO,Veeco Instruments Inc.,NMS,equity,Semiconductor Equipment & Materials
XXA.BE,AXCELIS TECHS ,BER,equity,Semiconductor Equipment & Materials
TTDA.F,HENG XIN CHINA,FRA,equity,Semiconductor Equipment & Materials
NANO,Nanometrics Incorporated,NMS,equity,Semiconductor Equipment & Materials
VAN.DU,ADVANTEST,DUS,equity,Semiconductor Equipment & Materials
ATE,Advantest Corporation,NYQ,equity,Semiconductor Equipment & Materials
ASYS,Amtech Systems Inc.,NMS,equity,Semiconductor Equipment & Materials
OKC.SG,OKMETIC ,STU,equity,Semiconductor Equipment & Materials
XXA.MU,AXCELIS TECHS ,MUN,equity,Semiconductor Equipment & Materials
IMG.L,Imagination Technologies Group Plc,LSE,equity,Semiconductor Equipment & Materials
VEO.DE,Veeco Instruments Inc.,GER,equity,Semiconductor Equipment & Materials
SNPS,Synopsys Inc.,NMS,equity,Semiconductor Equipment & Materials
EMAN,eMagin Corp.,ASE,equity,Semiconductor Equipment & Materials
ASX,Advanced Semiconductor Engineering Inc.,NYQ,equity,Semiconductor Equipment & Materials
AEHR,Aehr Test Systems,NCM,equity,Semiconductor Equipment & Materials
TTDA.MU,HENG XIN CHINA,MUN,equity,Semiconductor Equipment & Materials
WFR.SG,SUNEDISON,STU,equity,Semiconductor Equipment & Materials
UCE.SG,ULTRA CLEAN HLDGS,STU,equity,Semiconductor Equipment & Materials
PKE,Park Electrochemical Corp.,NYQ,equity,Semiconductor Equipment & Materials
ELG.F,ELMOS SEMICONDUCTOR,FRA,equity,Semiconductor Equipment & Materials
XXA.F,AXCELIS TECHS ,FRA,equity,Semiconductor Equipment & Materials
TKY.SG,TOKYO ELECTRON,STU,equity,Semiconductor Equipment & Materials
UMC,United Microelectronics Corporation,NYQ,equity,Semiconductor Equipment & Materials
MTSN,Mattson Technology Inc.,NMS,equity,Semiconductor Equipment & Materials
RIB.PA,Riber S.A.,PAR,equity,Semiconductor Equipment & Materials
LRCX,Lam Research Corporation,NMS,equity,Semiconductor Equipment & Materials
TTDA.BE,HENG XIN CHINA,BER,equity,Semiconductor Equipment & Materials
PLAB,Photronics Inc.,NMS,equity,Semiconductor Equipment & Materials
TRT,Trio-Tech International,ASE,equity,Semiconductor Equipment & Materials
CSCD,Cascade Microtech Inc.,NGM,equity,Semiconductor Equipment & Materials
TSRA,Tessera Technologies Inc.,NMS,equity,Semiconductor Equipment & Materials
KLAC,KLA-Tencor Corporation,NMS,equity,Semiconductor Equipment & Materials
VAN.BE,ADVANTEST,BER,equity,Semiconductor Equipment & Materials
DQ,Daqo New Energy Corp.,NYQ,equity,Semiconductor Equipment & Materials
IMOS,ChipMOS TECHNOLOGIES (Bermuda) LTD.,NCM,equity,Semiconductor Equipment & Materials
IPGP,IPG Photonics Corporation,NMS,equity,Semiconductor Equipment & Materials
LEDS,SemiLEDs Corporation,NMS,equity,Semiconductor- Memory Chips
SEMI,SunEdison Semiconductor Limited,NMS,equity,Semiconductor- Memory Chips
XAB.SG,NETLIST,STU,equity,Semiconductor- Memory Chips
CODE,Spansion Inc.,NYQ,equity,Semiconductor- Memory Chips
RMBS,Rambus Inc.,NMS,equity,Semiconductor- Memory Chips
XAB.F,NETLIST,FRA,equity,Semiconductor- Memory Chips
NLST,Netlist Inc.,NGM,equity,Semiconductor- Memory Chips
ISSI,Integrated Silicon Solution Inc.,NMS,equity,Semiconductor- Memory Chips
XAB.BE,NETLIST,BER,equity,Semiconductor- Memory Chips
KEX,Kirby Corporation,NYQ,equity,Shipping
HIFH.SG,CHINA SHIP DEVL -H-,STU,equity,Shipping
SPN.NZ,South Port New Zealand Limited,NZE,equity,Shipping
SALT,Scorpio Bulkers Inc.,NYQ,equity,Shipping
HHFA.DE,Hamburger Hafen und Logistik AG,GER,equity,Shipping
FRO,Frontline Ltd.,NYQ,equity,Shipping
KNOP,KNOT Offshore Partners LP,NYQ,equity,Shipping
NYKA.F,NIPPON YUSEN K K,FRA,equity,Shipping
XRG.F,XIAMEN INT PRT CO-H,FRA,equity,Shipping
NM,Navios Maritime Holdings Inc.,NYQ,equity,Shipping
ASC,Ardmore Shipping Corporation,NYQ,equity,Shipping
NAP,Navios Maritime Midstream Partners LP,NYQ,equity,Shipping
CMRE,Costamare Inc.,NYQ,equity,Shipping
KIY.F,KIRBY,FRA,equity,Shipping
TOO,Teekay Offshore Partners LP,NYQ,equity,Shipping
TK,Teekay Corporation,NYQ,equity,Shipping
NAO,Nordic American Offshore Ltd.,NYQ,equity,Shipping
GLOP,GasLog Partners LP,NYQ,equity,Shipping
NNA,Navios Maritime Acquisition Corporation,NYQ,equity,Shipping
MRM.AX,MMA Offshore Limited,ASX,equity,Shipping
TNK,Teekay Tankers Ltd.,NYQ,equity,Shipping
NMM,Navios Maritime Partners L.P.,NYQ,equity,Shipping
DCIX,Diana Containerships Inc.,NMS,equity,Shipping
ZUW.BE,DESS,BER,equity,Shipping
SCI.NS,The Shipping Corporation of India Limited,NSI,equity,Shipping
DSX,Diana Shipping Inc.,NYQ,equity,Shipping
TOPS,Top Ships Inc.,NMS,equity,Shipping
VLCCF,Knightsbridge Shipping Limited,NMS,equity,Shipping
TGP,Teekay LNG Partners LP.,NYQ,equity,Shipping
SBLK,Star Bulk Carriers Corp.,NMS,equity,Shipping
NVGS,Navigator Holdings Ltd.,NYQ,equity,Shipping
ZUW.F,DESS,FRA,equity,Shipping
FRO.L,Frontline Ltd.,LSE,equity,Shipping
GLNG,Golar LNG Ltd.,NMS,equity,Shipping
DLNG,Dynagas LNG Partners LP,NMS,equity,Shipping
EXM.BR,Exmar NV,BRU,equity,Shipping
FREE,FreeSeas Inc.,NCM,equity,Shipping
TEU,Box Ships Inc.,NYQ,equity,Shipping
ULTR,Ultrapetrol (Bahamas) Ltd.,NMS,equity,Shipping
NYKA.DU,NIPPON YUSEN K K,DUS,equity,Shipping
LGT-A.TO,Logistec Corp.,TOR,equity,Shipping
FRL.BE,FRONTLINE,BER,equity,Shipping
XRG.SG,XIAMEN INT PRT CO-H,STU,equity,Shipping
ALC.TO,Algoma Central Corp.,TOR,equity,Shipping
PANL,Pangaea Logistics Solutions Ltd.,NCM,equity,Shipping
OSGB,Overseas Shipholding Group Inc.,ASE,equity,Shipping
SHIP,Seanergy Maritime Holdings Corp.,NCM,equity,Shipping
FRL.MU,FRONTLINE,MUN,equity,Shipping
SCI.BO,The Shipping Corporation of India Limited,BSE,equity,Shipping
SSW,Seaspan Corporation,NYQ,equity,Shipping
GLBS,Globus Maritime Limited,NGM,equity,Shipping
NAT,Nordic American Tankers Limited,NYQ,equity,Shipping
PRGN,Paragon Shipping Inc.,NGM,equity,Shipping
DAC,Danaos Corporation,NYQ,equity,Shipping
ISH,International Shipholding Corp.,NYQ,equity,Shipping
NTH.NZ,Marsden Maritime Holdings Limited,NZE,equity,Shipping
TNP,Tsakos Energy Navigation Limited,NYQ,equity,Shipping
BALT,Baltic Trading Limited,NYQ,equity,Shipping
CPLP,Capital Product Partners L.P.,NMS,equity,Shipping
ZUW.SG,DESS,STU,equity,Shipping
OCN.L,Ocean Wilsons Holdings Ltd.,LSE,equity,Shipping
NYKA.BE,NIPPON YUSEN K K,BER,equity,Shipping
SFL,Ship Finance International Limited,NYQ,equity,Shipping
GLOG,GasLog Ltd.,NYQ,equity,Shipping
NEWL,NewLead Holdings Limited,PNK,equity,Shipping
GSKNF,Genco Shipping & Trading Ltd.,OBB,equity,Shipping
XRG.BE,XIAMEN INT PRT CO-H,BER,equity,Shipping
KS.V,Klondike Silver Corp.,VAN,equity,Silver
MVG,MAG Silver Corp.,ASE,equity,Silver
ZSV.F,SILVER STANDARD RES,FRA,equity,Silver
ZSV.DE,Silver Standard Resources Inc.,GER,equity,Silver
SSRI,Silver Standard Resources Inc.,NMS,equity,Silver
ZSV.BE,SILVER STANDARD RES,BER,equity,Silver
DV.V,Dolly Varden Silver Corporation,VAN,equity,Silver
CMB.V,CMC Metals Ltd.,VAN,equity,Silver
GPL.V,Galileo Petroleum Ltd.,VAN,equity,Silver
EXN.TO,Excellon Resources Inc.,TOR,equity,Silver
GPL,Great Panther Silver Ltd,ASE,equity,Silver
HDA.V,Huldra Silver Inc.,VAN,equity,Silver
MSV.TO,Minco Silver Corporation,TOR,equity,Silver
SLW.TO,Silver Wheaton Corp.,TOR,equity,Silver
XYD.MU,MINCO SILVER,MUN,equity,Silver
ZSV.MU,SILVER STANDARD RES,MUN,equity,Silver
ZSV.DU,SILVER STANDARD RES,DUS,equity,Silver
AG,First Majestic Silver Corp.,NYQ,equity,Silver
SII.DE,Silver Wheaton Corp.,GER,equity,Silver
ZSV.SG,SILVER STANDARD RES,STU,equity,Silver
XYD.F,MINCO SILVER,FRA,equity,Silver
TWR.V,Tower Resources Ltd.,VAN,equity,Silver
SLW,Silver Wheaton Corp.,NYQ,equity,Silver
FR.TO,First Majestic Silver Corp.,TOR,equity,Silver
SSO.TO,Silver Standard Resources Inc.,TOR,equity,Silver
SVM,Silvercorp Metals Inc.,NYQ,equity,Silver
SVM.TO,Silvercorp Metals Inc.,TOR,equity,Silver
PAA.TO,Pan American Silver Corp.,TOR,equity,Silver
FSM,Fortuna Silver Mines Inc.,NYQ,equity,Silver
XYD.BE,MINCO SILVER,BER,equity,Silver
HL,Hecla Mining Co.,NYQ,equity,Silver
MYA.V,Maya Gold & Silver Inc.,VAN,equity,Silver
XYD.SG,MINCO SILVER,STU,equity,Silver
EXK,Endeavour Silver Corp.,NYQ,equity,Silver
EML,The Eastern Company,NGM,equity,Small Tools & Accessories
LECO,Lincoln Electric Holdings Inc.,NMS,equity,Small Tools & Accessories
TTC,Toro Co.,NYQ,equity,Small Tools & Accessories
SCX,The L.S. Starrett Company,NYQ,equity,Small Tools & Accessories
SNA,Snap-on Incorporated,NYQ,equity,Small Tools & Accessories
FMS,Fresenius Medical Care AG & Co. KGAA,NYQ,equity,Specialized Health Services
HH,Hooper Holmes Inc.,ASE,equity,Specialized Health Services
AMS,American Shared Hospital Services,ASE,equity,Specialized Health Services
PRSC,Providence Service Corp.,NMS,equity,Specialized Health Services
HLS,HEALTHSOUTH Corp.,NYQ,equity,Specialized Health Services
OCR,Omnicare Inc.,NYQ,equity,Specialized Health Services
AHS,AMN Healthcare Services Inc.,NYQ,equity,Specialized Health Services
USPH,US Physical Therapy Inc.,NYQ,equity,Specialized Health Services
HWAY,Healthways Inc.,NMS,equity,Specialized Health Services
DVA,DaVita HealthCare Partners Inc.,NYQ,equity,Specialized Health Services
PAHC,Phibro Animal Health Corporation,NGM,equity,Specialized Health Services
DYNPRO.BO,Dynemic Products Limited,BSE,equity,Specialty Chemicals
ELM.L,Elementis plc,LSE,equity,Specialty Chemicals
SOTL.NS,Savita Oil Technologies Limited,NSI,equity,Specialty Chemicals
SADHNANIQ.BO,Sadhana Nitro Chem Ltd.,BSE,equity,Specialty Chemicals
TIJ.F,TEIJIN LTD,FRA,equity,Specialty Chemicals
KRA,Kraton Performance Polymers Inc.,NYQ,equity,Specialty Chemicals
SIKOZY.BO,Sikozy Realtors Ltd,BSE,equity,Specialty Chemicals
ORAP.PA,Orapi,PAR,equity,Specialty Chemicals
CYT,Cytec Industries Inc.,NYQ,equity,Specialty Chemicals
NXX.V,Nordex Explosives Ltd.,VAN,equity,Specialty Chemicals
DBT.PA,Encres Dubuit,PAR,equity,Specialty Chemicals
LXS.F,LANXESS,FRA,equity,Specialty Chemicals
AMAL.BO,Amal Ltd,BSE,equity,Specialty Chemicals
LYB,LyondellBasell Industries N.V.,NYQ,equity,Specialty Chemicals
ORGCOAT.BO,Organic Coatings Ltd.,BSE,equity,Specialty Chemicals
SOTL.BO,Savita Oil Technologies Limited,BSE,equity,Specialty Chemicals
BFLS,Biofuels Power Corporation,PNK,equity,Specialty Chemicals
GRA,W.R. Grace & Co.,NYQ,equity,Specialty Chemicals
LXS.DE,Lanxess AG,GER,equity,Specialty Chemicals
ZTF.L,Zotefoams plc,LSE,equity,Specialty Chemicals
OCT.F,INNOSPEC,FRA,equity,Specialty Chemicals
OMN,OMNOVA Solutions Inc.,NYQ,equity,Specialty Chemicals
POL,PolyOne Corporation,NYQ,equity,Specialty Chemicals
